refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
DOTSOV33,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.2436,6.7004,13.23736
DOTSOV34,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.23518,6.69421,13.22704
DOTSOV35,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.22581,6.68938,13.21957
DOTSOV36,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.2123,6.68326,13.2123
DOTSOV37,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.20839,6.69149,13.20214
DOTSOV38,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.20691,6.67619,13.20067
DOTSOV39,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.20845,6.69894,13.2024
DOTSOV40,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.20186,6.69019,13.19581
DOTSOV41,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.20289,6.69871,13.17019
DOTSOV42,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.3131,6.68673,13.3131
DOTSOV43,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,13.28139,6.7011,13.27325
DOTTEM,OC(=O)c1ccc(cc1)C(=O)O,Ga,6.58677,6.27426,6.58677
DUBFEM,OC(=O)c1ncc(nc1)C(=O)O,Eu,2.21477,1.70674,2.20043
DUDKOE,OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,9.83176,3.48947,9.83176
DURDEB,OC(=O)c1cc(cc(c1)C(=O)O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,11.42019,5.44047,11.42019
DUVNIS01,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,8.0107,5.96334,8.00464
DUWBEE,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,6.3144,5.8031,6.29975
DUZPUL,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,4.93682,2.35055,4.92088
EBAMUS,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.10828,5.28124,10.3254
EBEWIT,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Gd,6.07189,5.61928,6.06832
EBIBOJ,OC(=O)C(=O)O,Tb,4.82168,3.9069,4.82168
EBUJUI,C(CN1NC=NC1)CCN1NC=NC1,Ni,4.18717,1.69452,3.98515
EBUKOD,C(CN1NC=NC1)CCN1NC=NC1,Ni,4.36305,1.55537,4.36305
ECAFOG,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1,Cu,9.52893,9.26877,9.5286
ECODEG,OC(=O)c1ccncc1,Cd,5.33632,2.24494,5.30958
ECUVEF,OC(=O)c1cc(OCc2ccccc2)cc(c1)C(=O)O,Zn,2.89498,1.2922,2.54117
EDAFUM,OC=O,Co,4.93466,3.72804,4.92247
EDAGAT,OC=O,Co,4.67101,3.62858,4.66929
EDAGEX,OC=O,Co,4.90335,3.69909,4.88599
EDEPAG,OC(=O)c1ccc(cc1)C(=O)O,Eu,4.33155,1.53516,4.32195
EDEPEK,OC(=O)c1ccc(cn1)C(=O)O,Nd,1.69884,1.01798,1.51159
EDOWIG,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.08468,5.43202,6.97854
EDUSIF,OC(=O)c1ccc(cc1)C(=O)O,Zn,15.06697,7.92585,15.02833
EGATUC,Cc1[nH]nc(c1c1c(C)n[nH]c1C)C,Cu,2.62381,1.59512,2.61904
EGELUY,OC(=O)c1ccc(cc1)C(=O)O,Al,7.18873,6.76918,7.18873
EGUHOD,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Cd,1.65028,1.23509,1.65028
EHALOP,OC(=O)c1ccc(cc1)C(=O)O,Al,7.51936,7.08412,7.51936
EHAZAO,OC(=O)c1ccc(cc1)C(=O)O,Eu,2.08014,1.33194,2.07746
EKUNON01,OC(=O)c1cc(ccc1C(=O)O)C(=O)O,Cd,1.71281,0.96107,1.71114
ELUQIM,OC=O,Zn,2.92212,2.33526,2.92212
ELUQIM01,OC=O,Zn,2.92387,2.44797,2.92387
ELUQIM05,OC=O,Zn,2.89924,2.42534,2.89924
ELUQIM06,OC=O,Zn,2.88543,2.41057,2.88543
ELUQIM07,OC=O,Zn,2.87507,2.39886,2.87507
ELUQIM09,OC=O,Zn,2.83953,2.36277,2.83878
ELUQIM11,OC=O,Zn,2.81234,2.33478,2.81167
ELUQIM12,OC=O,Zn,2.93416,2.34339,2.91975
ELUQIM13,OC=O,Zn,2.91229,2.44476,2.91229
EMIFOW,c1ncc[nH]1,In,7.56186,4.84974,7.24948
ENEZON,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.88209,1.34718,2.18712
ENEZUT,O(CCc1nnn[nH]1)CCc1nnn[nH]1,Cd,2.86295,1.33318,2.22115
EPOPEG,n1ncn(c1)n1cnnc1,Cu,5.47224,4.77054,5.47224
EQOBUH,c1ncc[nH]1,Co,4.60145,2.34462,4.60145
EQOCOC01,c1ncc[nH]1,Zn,9.50013,5.48498,9.50013
EQUCUO01,C(Cn1cnnn1)CCn1cnnn1,Fe,4.7018,2.05242,4.7018
EQUCUO07,C(Cn1cnnn1)CCn1cnnn1,Fe,4.86154,2.22648,4.86154
EQUCUO08,C(Cn1cnnn1)CCn1cnnn1,Fe,4.91353,2.30883,4.91353
ERALUG,OC(=O)c1ccc(c(c1)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(=O)O,Zr,10.57224,10.17859,10.57224
ERANAO,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zr,12.69192,12.0784,12.69192
ERARUM,OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zr,21.47313,11.15226,21.47313
ERFORD01,OC=O,Er,2.0337,0.90044,1.92138
ERFORD02,OC=O,Er,1.98841,0.90473,1.89141
ERIQUS,OC(=O)c1ccc(cc1)C(=O)O,Pb,2.10276,0.7318,2.10183
ERIRIG,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,11.44938,10.02105,11.211
ESADUZ,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Cd,1.88748,1.26798,1.87894
ESEQUO,OC(=O)c1ccc(cc1)C(=O)O,Co,5.86596,1.22465,4.6608
ESUSAO01,OC(=O)c1ccc2c(c1)[nH]nn2,Co,4.54746,1.65067,4.53415
ESUSIW,OC(=O)c1ccc2c(c1)[nH]nn2,Co,6.74671,5.80609,6.74671
ESUSOC02,OC(=O)c1ccc2c(c1)[nH]nn2,Co,6.42557,4.45862,6.42557
ESUTET,OC(=O)c1ccc2c(c1)[nH]nn2,Co,5.79972,4.943,5.77968
ESUVAR02,OC(=O)c1ccc2c(c1)[nH]nn2,Co,3.52351,2.30788,3.32671
ESUVOF,OC(=O)c1ccc2c(c1)[nH]nn2,Co,6.88083,5.87111,6.79721
ETECAJ,OC(=O)C(=O)O,Bi,4.2325,2.72044,4.23229
ETECIR,OC(=O)C(=O)O,In,4.32284,3.50203,4.32284
ETUWOG,OC(=O)c1ccc(cc1)C(=O)O,Co,4.3132,2.14095,4.3132
EWUKIS,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.02952,3.91659,6.02952
EXEXAH,Cc1[nH]nc(c1c1ccc(cc1)c1c(C)n[nH]c1C)C,Co,9.57726,9.07205,9.57109
EXIDOF,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Co,5.61373,5.00672,5.60841
EXOGAB,OC(=O)c1cc(cc(c1)C(=O)O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,6.46335,3.72598,6.41289
EXOYAS,Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,1.54877,0.86527,1.54877
EXUTAU,OC(=O)c1ccc(cc1)C(=O)O,Eu,2.12255,0.7617,2.12116
EXUXEC,OC(=O)c1ccncc1,Co,11.80419,7.51731,11.75466
EYOPOY,OC(=O)c1ccc(cc1)n1cncc1,Cd,6.13028,5.28417,6.10807
EYOPUE,OC(=O)c1ccc(cc1)n1ccnc1C,Cd,6.4627,5.69688,6.4627
EYOQEP,OC(=O)c1ccc(cc1)n1ccnc1C,Cd,6.74105,4.16615,6.74105
EYULAM,n1ccc(cc1)c1ccncc1,Cd,9.60657,5.98069,9.60657
EZAWIL,OC(=O)C(=O)O,Fe,4.78615,2.50471,4.78527
FABFOF,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,6.29766,6.1022,6.29766
FADCOF01,OC(=O)O,Tb,7.45844,1.12583,7.45844
FADCOF02,OC(=O)O,Tb,7.44554,0.67904,7.12173
FADDAS,OC(=O)O,Dy,6.82805,1.18011,6.82805
FADKON02,OC(=O)O,Dy,7.44373,1.14519,7.44373
FAGXIX,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.2216,1.34106,5.16135
FAHBOI,OC=O,Dy,3.51906,2.11382,3.48684
FAHBOI01,OC=O,Dy,3.4669,2.09146,3.41918
FAHQEM,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,In,1.70612,1.11782,1.69277
FAHQIQ,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,In,9.85392,4.35512,9.85392
FAHQIR,OC(=O)c1ccc(cc1)c1ccc(cc1C(=O)O)C(=O)O,Co,5.2815,2.77532,5.26608
FAHQOX,OC(=O)c1ccc(cc1)c1ccc(cc1C(=O)O)C(=O)O,Co,4.871,1.49921,4.871
FAJYAT,N#Cc1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)C#N)c1ccc(cc1)C#N)c1ccc(cc1)C#N,Ag,6.48194,5.00369,6.48194
FAJZOI,N#Cc1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)C#N)c1ccc(cc1)C#N)c1ccc(cc1)C#N,Ag,5.70479,3.67895,5.69834
FALGIK,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Cd,1.8821,1.44289,1.8821
FALTUJ,OC(=O)c1ccc(cc1)[SiH](c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zn,9.42514,6.2275,9.39962
FAPXEC,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.23632,7.07943,7.22227
FAPYEA,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.51121,2.44931,2.51121
FAPYEA02,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.38965,2.31626,2.38919
FAPYEA08,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.43987,2.35686,2.43987
FAPYEA21,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.38745,2.30557,2.38745
FAQLIV,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,V,7.11741,6.9896,7.11741
FAWCEN01,[C]c1ncc[nH]1,Zn,11.34999,3.33326,11.34999
FAWCEN02,[C]c1ncc[nH]1,Zn,11.4106,3.44213,11.4106
FAZPED,OC(=O)c1cccnc1,Co,7.63583,5.99328,7.63583
FAZPIH,OC(=O)c1cccnc1,Co,2.23416,1.1645,2.13596
FEFRMT,OC=O,Fe,1.82996,0.95533,1.79274
FEFRMT01,OC=O,Fe,1.83391,0.96076,1.8301
FEHCOM,OC(=O)c1ccc(cc1)c1c(C)n[nH]c1C,Zn,7.41637,6.7491,7.41637
FEKBED,N#CNC#N,Cd,9.55207,4.57534,9.4641
FENVOL,OC(=O)c1cc(cc(c1)P(=O)(O)O)C(=O)O,Zn,6.69392,5.36459,6.68975
FEPGEP,OC(=O)c1ccc(cc1c1cccc(c1)c1cc(ccc1C(=O)O)C(=O)O)C(=O)O,Cd,8.90152,5.62402,8.90152
FERCAJ,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,9.79421,4.49087,9.7623
FERCOX,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,9.10101,5.30039,9.08256
FERCUD,O=C(Nc1ccc(cc1)C(=O)O)Nc1ccc(cc1)C(=O)O,Zn,8.89414,4.16787,8.87467
FESBEM,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.39035,2.85125,5.38411
FEYJOJ,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,4.83328,2.42498,4.83328
FEZTEL,OC(=O)c1ccc(s1)C(=O)O,Ca,1.34457,0.81365,1.15382
FIBHUW,Nc1nnn[nH]1,Cd,5.89637,2.30098,5.82234
FIFQOD,n1ncn(c1)n1cnnc1,Cu,5.32637,2.2127,5.32562
FIGXAU,OC=O,Er,1.37488,0.80565,1.37488
FIGXEY,OC=O,Dy,1.37958,0.87522,1.37958
FIJCUX,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.04925,5.83382,7.03874
FIJCUX01,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.33828,6.14225,7.33828
FIKSID,OC(=O)c1ccc(cc1)c1nnn[nH]1,Zn,2.55608,0.88247,2.55071
FILYAC,OC(=O)c1cccc(c1)C(=O)O,Co,5.21084,4.0761,5.18979
FIPPAW,OC(=O)c1cccc(n1)C(=O)O,Pr,4.20541,2.05594,4.19024
FIPPEA02,OC(=O)c1cccc(n1)C(=O)O,Pr,3.6552,1.19972,1.96374
FIQCEN,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,11.12495,5.23719,11.12495
FIQYOU,OC=O,Fe,4.74284,3.66941,4.74284
FIQYUA,OC=O,Co,4.63298,3.62218,4.61782
FIQZAH,OC=O,Zn,4.65627,3.68934,4.65627
FIQZIP,OC(=O)CCC(=O)O,Tb,2.87699,1.57643,2.86664
FIQZIP01,OC(=O)CCC(=O)O,Tb,2.89293,1.57169,2.89293
FITFIA,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,4.99762,4.63078,4.99762
FITGAT,NCC(=O)NCC(=O)N[C@H](C(=O)O)C[C@@H]1C=NC=N1,Zn,5.25251,4.29306,5.0832
FITSAD,n1ccc(cc1)c1ccncc1,Cu,1.88027,1.30662,1.74731
FIWKUT,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,10.75705,5.12102,6.8834
FIXLAC,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,6.04964,4.4042,6.03843
FIZPOV,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.82249,4.56769,5.81678
FIZPUB,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.0909,4.95596,8.07649
FOKWOT,OC(=O)c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O,Cd,2.83805,1.58078,2.83805
FOQNOQ01,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.11323,5.41344,6.09872
FOQNUW,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.26037,4.91804,6.26037
FOQNUW02,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)O)C(=O)O,Cu,6.60384,5.08216,6.60384
FOSTUE,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,13.09544,7.43724,13.09544
FUBLOF,OC(=O)c1c(cccc1C(=O)O)Oc1cccnc1,Cd,2.22366,1.24183,2.14077
FUBLUL,OC(=O)c1c(cccc1C(=O)O)Oc1cccnc1,Cd,2.11711,1.18746,1.80755
FUQCIF,OC(=O)/C=C/C(=O)O,Eu,2.72486,1.13401,2.7164
FUQJUX,n1ccc(cc1)c1nnn[nH]1,Cu,12.70126,8.47534,12.70126
FURSES,OC(=O)c1cc(cc(c1)c1nnn[nH]1)C(=O)O,Cu,4.13424,2.45737,4.104
FUSWIA,n1ccc(cc1)c1nnn[nH]1,Cu,6.8215,4.65267,6.81767
FUTYOK,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.0154,4.82285,5.99433
FUTZAX,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.70042,6.11185,6.67865
FUTZIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.6655,4.98419,5.65746
FUTZOL,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,9.30232,6.36524,9.25977
FUVBAB,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,5.41797,4.41204,5.39267
FUVDEH,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.19393,7.856,8.19393
FUVDEH01,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.23867,5.86079,7.23867
FUVDEH03,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.02006,7.72932,8.02006
FUVDEH04,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.74437,6.14599,6.74437
FUVDEH05,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.30465,6.40041,7.2683
FUVDEH07,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.60769,6.00286,6.60769
FUVDEH09,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.0294,5.84289,7.0294
FUVDEH10,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.25208,7.92202,8.25208
FUVDEH11,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.10372,7.79751,8.10372
FUVDEH12,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.94169,7.64723,7.94169
FUVGAG,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.54806,5.98796,6.54806
FUVGAG01,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.51649,5.95918,6.51649
FUVGAG02,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,6.44753,5.88333,6.44753
FUWFIO,n1ccc(cc1)c1nnn[nH]1,Cd,7.45171,4.81461,7.05573
FUWFOU,n1ccc(cc1)c1nnn[nH]1,Cd,7.07239,3.01418,7.00181
FUWFUA,n1ccc(cc1)c1nnn[nH]1,Cd,7.25313,6.17411,6.94893
FUYCOT,OC(=O)c1ccc(cc1)C(=O)O,Zn,13.28546,7.41782,13.12394
FUYCUZ,OC(=O)c1ccc(cc1)C(=O)O,Zn,13.67231,7.72755,13.67231
GACTOW,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,6.83062,4.44186,6.72017
GAHKIJ02,N#CNc1cc(C)c(cc1C)NC#N,Cu,2.26028,2.14611,2.26028
GAJVEU,OC(=O)c1ccc(cc1)C(=O)O,Zn,6.9598,4.80479,6.75031
GAJVIY,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,6.7347,4.97942,6.54536
GANBAZ02,N#CNC#N,Mn,6.27736,5.01985,5.98583
GANBIH,N#CNC#N,Mn,7.16836,5.59489,7.16836
GANBON,N#CNC#N,Ni,7.03496,5.43184,7.03496
GANBUT,N#CNC#N,Mn,7.93384,6.26313,7.93384
GATBUZ,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.15984,5.12381,7.15984
GATHAL,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.98211,3.00881,3.84415
GAVDUD,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,1.9245,1.45206,1.91078
GAWZOW,OC(=O)c1ccc(cc1)c1ccncc1,Ni,9.19435,5.77026,7.78529
GAYFOD,n1[nH]cc(c1)c1c[nH]nc1,Zn,5.96539,5.51565,5.96326
GAZBUH,OC(=O)c1ccc(cc1)C(=O)O,Zn,14.30935,7.85842,14.28679
GAZZIS,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.36898,8.52275,11.33359
GAZZIS01,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.38728,8.59052,11.38121
GAZZIS02,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.46871,8.66493,11.46502
GAZZIS03,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.51035,8.73955,11.51035
GAZZIS05,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,11.67657,8.89652,11.67466
GEHQAL,N#CCCCCCCCCC#N,Ag,5.0541,1.8925,5.0541
GEHQOZ,N#CCCCCCCCCC#N,Ag,4.92505,1.90379,4.92445
GENMEU,OC(=O)c1cc(C(=O)O)c(cc1O)O,Co,11.02706,9.90394,11.02706
GENMIY,OC(=O)c1cc(O)c(cc1O)C(=O)O,Co,11.27202,10.75466,11.27038
GEVMEA01,OC(=O)c1cccc(n1)C(=O)O,Nd,3.53598,1.08312,3.53598
GEVXAI01,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Gd,3.34098,2.38287,3.31853
GIBWOE,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,1.86075,0.98892,1.86075
GICXIB,OC=O,Zn,4.47887,2.28914,4.46268
GICXIB01,OC=O,Zn,4.4124,2.30919,4.4124
GICXIB02,OC=O,Zn,4.34529,2.32199,4.32263
GIKMOD01,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,2.88286,2.265,2.88286
GIKMOD04,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,3.05646,2.52438,3.00492
GIKMOD07,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,3.08766,2.5133,3.07332
GIKMOD10,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,3.1128,2.48082,3.07978
GIKMOD11,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,3.09628,2.45958,3.06231
GIKMOD12,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,3.10341,2.48321,3.0831
GINHOD,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,11.71997,7.00747,11.71997
GIRXUC,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,4.10743,2.60783,4.10743
GITBOC,OC(=O)c1cc[n+](cc1)[O-],Mn,2.08375,0.87242,2.06645
GITLEC,OC(=O)c1ncccc1C(=O)O,Cd,1.57688,0.90719,1.29335
GITTEJ,c1ncc[nH]1,Zn,7.05119,2.14993,6.84466
GIWMAD,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,In,6.70684,5.45213,6.70684
GOCTID,OC(=O)c1ccc(cc1)C(=O)O,In,1.77877,1.22006,1.76129
GOKKIA,OC=O,Mn,4.99036,2.1699,4.05061
GOQSIQ,c1ncc[nH]1,Zn,8.1775,6.03183,8.0414
GOXZIE,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Cu,2.83698,1.162,2.64343
GOYPAN,OC=O,Co,3.85595,2.62604,3.83887
GOYPER,OC=O,Fe,3.86862,2.68927,3.85387
GULWIU,n1ccc(cc1)c1nnn[nH]1,Cd,10.39765,5.6598,10.12778
GULWOA,n1ccc(cc1)c1nnn[nH]1,Cd,6.46645,5.16748,6.46645
GUPJEG,OC(=O)c1ccnc(c1)c1nccc(c1)C(=O)O,Mn,3.71909,3.40872,3.71909
GUTYIE,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,5.64798,4.19769,5.6378
GUWFIO,OC=O,Fe,4.00445,1.97122,3.75692
GUXSUO,OC(=O)c1ccc(cn1)C(=O)O,Pr,3.10413,2.10634,2.56923
HABQUY,OC(=O)c1cc(C#Cc2ccc(cc2)C#Cc2cc(C#Cc3ccc(cc3)C#Cc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)C#Cc2ccc(cc2)C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Cu,25.73803,12.08789,18.7758
HAFQOW,OC(=O)c1ccc(cc1)C(=O)O,Al,7.38136,6.94954,7.38136
HAFWAO,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,9.40055,7.02144,9.35707
HAJKOU,Nc1nccc(c1)C(=O)O,Co,6.22574,3.26734,6.22574
HAJVAS,OC=O,Ho,3.47298,2.1057,3.45574
HAJVIA01,OC=O,Er,3.5069,2.09819,3.50028
HAJXOI,OC=O,Y,3.51105,2.10741,3.41448
HAQRID,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.35999,7.36684,8.35999
HASNOH,OC(=O)C(=O)O,Tb,5.38901,4.394,5.38458
HAWVEI,OC(=O)c1ccc(s1)C(=O)O,Nd,5.44774,3.7649,5.44192
HAWVOQ01,N#CNC#N,Co,1.85655,1.04363,1.85655
HAWVOQ06,N#CNC#N,Co,1.143,0.58083,1.143
HAWZEM,OC(=O)c1ccncc1,Cu,4.88188,3.71577,4.8726
HAXYIQ,OC(=O)c1ccc(cn1)C(=O)O,Nd,3.03655,2.0128,3.03117
HAZGOF01,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.9693,3.09218,3.64811
HAZGOF02,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.87275,3.06503,3.62787
HAZGOF03,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.92957,3.03198,3.63316
HAZGOF04,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.89421,2.95242,3.77894
HAZGOF05,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.90121,2.95036,3.90121
HAZGOF06,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.90193,2.96629,3.78966
HAZGOF07,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.87904,2.96333,3.748
HAZGOF08,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.89831,2.96931,3.59072
HAZGOF10,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.97905,3.00808,3.65586
